environment,battle_style,core_strength,personality,social_style,pokemon_name,img_url,shiny_img_url,type1,pokedex_entry,hp,attack,defense,is_legendary,is_mythical
Verdant Forests,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Galvantula,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/596.png,bug,"When attacked, they create an electric barrier by spitting out many electrically charged threads.",70,77,60,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Ferroseed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/597.png,grass,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",44,50,91,False,False
Verdant Forests,Immovable Wall,Resilience,Gentle & Protective,Flexible,Ferrothorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/598.png,grass,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,74,94,131,False,False
Training Dojos,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Klink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/599.png,steel,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,40,55,70,False,False
Training Dojos,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Klang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/600.png,steel,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.",60,80,95,False,False
Training Dojos,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Klinklang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/601.png,steel,The gear with the red core is rotated at high speed for a rapid energy charge.,60,100,115,False,False
Bustling Cities,Methodical Warrior,Speed & Evasion,Playful & Energetic,Flexible,Tynamo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/602.png,electric,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",35,55,40,False,False
Bustling Cities,Methodical Warrior,Raw Power,Playful & Energetic,Flexible,Eelektrik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/603.png,electric,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,65,85,70,False,False
Bustling Cities,Methodical Warrior,Raw Power,Playful & Energetic,Flexible,Eelektross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/604.png,electric,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,85,115,80,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Flexible,Elgyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/605.png,psychic,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches.",55,55,55,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Flexible,Beheeyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/606.png,psychic,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers.",75,75,75,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Lone Wolf,Litwick,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/607.png,ghost,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",50,30,55,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Lone Wolf,Lampent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/608.png,ghost,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.",60,40,60,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Lone Wolf,Chandelure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/609.png,ghost,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.",60,55,90,False,False
Mythical Skies,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Axew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/610.png,dragon,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,46,87,60,False,False
Mythical Skies,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Fraxure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/611.png,dragon,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting.",66,117,70,False,False
Mythical Skies,Aggressive Brawler,Raw Power,Passionate & Fierce,Flexible,Haxorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/612.png,dragon,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,76,147,90,False,False
Serene Waters,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Cubchoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/613.png,ice,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.",55,70,40,False,False
Serene Waters,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Beartic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/614.png,ice,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.",95,130,80,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Cryogonal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/615.png,ice,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",80,50,50,False,False
Verdant Forests,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Shelmet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/616.png,bug,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.",50,40,85,False,False
Verdant Forests,Swift Scout,Speed & Evasion,Playful & Energetic,Flexible,Accelgor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/617.png,bug,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",80,70,40,False,False
Volcanic Mountains,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Stunfisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/618.png,ground,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",109,66,84,False,False
Training Dojos,Methodical Warrior,Raw Power,Passionate & Fierce,Lone Wolf,Mienfoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/619.png,fighting,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",45,85,50,False,False
Training Dojos,Aggressive Brawler,Raw Power,Passionate & Fierce,Lone Wolf,Mienshao,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/620.png,fighting,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,65,125,60,False,False
Mythical Skies,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Druddigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/621.png,dragon,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",77,120,90,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Golett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/622.png,ground,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",59,74,50,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Golurk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/623.png,ground,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,89,124,80,False,False
Ancient Ruins,Methodical Warrior,Raw Power,Adaptable & Friendly,Lone Wolf,Pawniard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/624.png,dark,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.",45,85,70,False,False
Ancient Ruins,Methodical Warrior,Raw Power,Adaptable & Friendly,Lone Wolf,Bisharp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/625.png,dark,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",65,125,100,False,False
Bustling Cities,Immovable Wall,Raw Power,Stoic & Loyal,Team Player,Bouffalant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/626.png,normal,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",95,110,95,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Rufflet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/627.png,normal,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.",70,83,50,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Braviary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/628.png,normal,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,100,123,75,False,False
Ancient Ruins,Methodical Warrior,Resilience,Gentle & Protective,Lone Wolf,Vullaby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/629.png,dark,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,70,55,75,False,False
Ancient Ruins,Immovable Wall,Resilience,Gentle & Protective,Lone Wolf,Mandibuzz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/630.png,dark,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,110,65,105,False,False
Volcanic Mountains,Versatile All-Rounder,Raw Power,Passionate & Fierce,Flexible,Heatmor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/631.png,fire,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,85,97,66,False,False
Verdant Forests,Aggressive Brawler,Resilience,Passionate & Fierce,Flexible,Durant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/632.png,bug,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",58,109,112,False,False
Ancient Ruins,Methodical Warrior,Raw Power,Adaptable & Friendly,Lone Wolf,Deino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/633.png,dark,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.",52,65,50,False,False
